Property_Inventor_InventorCode,Inventor Code
ViewModel_SearchInventor,Inventor
ViewModel_SearchInventorTotal,Total {0} inventors
ViewModel_SearchInventProduct,Invent Product
ViewModel_SearchInventProduct_TotalIturs,Total Iturs: {0}
ViewModel_SearchInventProductAdvanced,Invent Product Advanced
ViewModel_SearchInventProductAdvancedAggregate,Invent Product Advanced Aggregate
ViewModel_SearchInventProductAdvancedGridSimple_tbTotal,Total {0} Items
ViewModel_SearchInventProductAdvancedGridSimple_tbTotal2,Row Count: {0}
ViewModel_SearchInventProductAdvancedGridSimple_tbTotalString2,Row Count: {0}
ViewModel_SearchInventProductSum,Total Item: {0}
ViewModel_SearchInventProductTotal,Total {0} Invent Prodcuts
ViewModel_SearchInventProductTotal2,Row Count: {0}
ViewModel_SearchIturTotal,Total {0} iturs
ViewModel_SearchLocationTotal,Total {0} Locations
ViewModel_SearchProductTotal,Total {0} Products
ViewModel_SearchSectionTotal,Total {0} Sections
ViewModel_SearchSupplierTotal,Total {0} suppliers
ViewModel_SectionAddEdit_CodeFormat,Code must consist of alphanumeric characters
ViewModel_SectionAddEditDelete_deleteAll,Are you sure want to delete all Sections?
ViewModel_SectionTag_Expression,Tag is Invalid
ViewModel_SupplierAddEdit_CodeFormat,Code must consist of alphanumeric characters
ViewModel_SupplierAddEditDelete_deleteAll,Are you sure want to delete all Suppliers?
ViewModel_SupplierDashboardPart,Total {0} suppliers
ViewModel_Unpack_busyText,Unpacking:
ViewModel_Unpack_fileDone,Unpacked: {0}
ViewModel_Unpack_PostProcess,Validating databases...
ViewModel_Unpack_summaryNumberBranches,Number of branches being affected: {0}
ViewModel_Unpack_summaryNumberCustomers,Number of customers being affected: {0}
ViewModel_Unpack_summaryNumberInventors,Number of inventors being affected: {0}
ViewModel_Unpack_summaryPath,Source File: {0}
ViewModel_Unpack_summaryStatusFailed,Status: Failed
ViewModel_Unpack_summaryStatusOk,Status: OK
ViewModel_Unpack_summaryTotalUnpacked,Total files being unpack: {0}
ViewModel_UserSettings_cmbReportsRepositoryADO,Reader ADO
ViewModel_UserSettings_cmbReportsRepositoryBulk,Try Fast
ViewModel_UserSettings_LoggingSetConfigurable,Configurable
ViewModel_UserSettings_LoggingSetDebug,Debug
ViewModel_UserSettings_LoggingSetInfo,Info
ViewModel_UserSettings_LoggingSetSimple,Simple
ViewModel_XTechMeuhedet_ERP_Code_Different,ERP code ({0}) in file is not equal to the Branch ERP code ({1}), do you want to continue & update the ERP quantity expected?
ViewModel_ZipExport_Checking,Checking...
ViewModel_ZipExport_Packing,Packing:
ViewModel_ZipImport_FileNotCount4UZip,File is not Count4U zip archive
ViewModel_ZipImport_FileNotExist,File doesn't exist in filesystem
ViewModel_ZipImport_FileNotZip,File is not zip archive
ViewModel_ZipImport_Unpacking,Unpacking:
Warning_AdapterInCustomerNotSet,Warning : Adapter in Customer not Set
Window_Title_AddItur,Itur Add
Window_Title_AddMask,Add Mask
Window_Title_AddMaskTemplate,Add Mask Template
Window_Title_AddReportToFavorites,Add Report To Favorites
Window_Title_BranchDashboard,Branch Dashboard
Window_Title_Catalog,Catalog
Window_Title_CBIObjectProperties,CBI Object Properties
Window_Title_ChooseBranch,Choose Branch
Window_Title_ChooseCustomer,Choose Customer
Window_Title_ChooseInventor,Choose Inventor
Window_Title_ClearIturs,Clear Iturs
Window_Title_Complex,Complex Adapter
Window_Title_ConfigurationSetAdd,Add configuration set
Window_Title_CustomerDashboard,Customer Dashboard
Window_Title_CustomerSetting,Customer Setting
Window_Title_DeleteIturWithItems,Delete Iturs with Items
Window_Title_Device,Device
Window_Title_DeviceAddEdit,Add/Edit Device
Window_Title_DocumentHeaderAddEdit,Add/Edit Document Header
Window_Title_DocumentHeaderClone,Clone
Window_Title_DownloadPda,Download from PDA
Window_Title_EditBranch,Edit branch
Window_Title_EditCustomer,Edit customer
Window_Title_EditInventor,Edit inventor
Window_Title_EditItur,Itur Edit
Window_Title_EditMask,Edit mask
Window_Title_EditMaskTemplate,Edit mask template
Window_Title_EditReportToFavorites,Edit Report in Favorites
Window_Title_ErpExpectedStep1,ERP Expected Step 1
Window_Title_FamilyAdd,Family Add
Window_Title_FamilyEdit,Family Edit
Window_Title_FilterTemplateAdd,Filter template
Window_Title_FilterTemplateEdit,Filter Template Edit
Window_Title_FromFtp,Copy from Ftp
Window_Title_ImportCatalog,Import/Update Catalog
Window_Title_ImportFromPda,Import From PDA
Window_Title_ImportIturs,Import Iturs
Window_Title_ImportLocations,Import Locations
Window_Title_ImportSection,Import Section
Window_Title_InventorDashboard,Inventor Dashboard
Window_Title_InventorStatusChange,Inventor Change Status
Window_Title_InventoryForm,Inventory Form
Window_Title_InventProduct,Invent Product List
Window_Title_InventProductAdd,Invent Product Add
Window_Title_InventProductClone,Clone
Window_Title_InventProductEdit,Invent Product Edit
Window_Title_IturChangeLocation,Change Location
Window_Title_IturChangeName,Edit
Window_Title_IturChangePrefix,Change Itur Prefix
Window_Title_IturChangeState,Change State
Window_Title_IturChangeStatus,Change Status
Window_Title_IturChangeTag,Change Itur Tag 
Window_Title_IturimAddEdit,Edit/Add/Delete Iturim
Window_Title_IturSelect,Select Iturs
Window_Title_LocationAdd,Location Add
Window_Title_LocationAddEditDelete,Add/Delete Location
Window_Title_LocationChangeTag,Change Location Tag
Window_Title_LocationEdit,Location Edit
Window_Title_LocationMultiAdd,Location Multi Add
Window_Title_LocationSelect,Select Location by Code
Window_Title_MainDashboard,Main Dashboard
Window_Title_NewBranch,New branch
Window_Title_NewCustomer,New customer
Window_Title_NewInventor,New inventor
Window_Title_PlanIturAdd,Add Iturim
Window_Title_PlanIturDelete,Delete iturim
Window_Title_PlanogramAddEditDelete,Planogram Add/Edit
Window_Title_PlanogramLocationAssign,Assign Location
Window_Title_PlanogramPictureAssign,Assign Picture
Window_Title_PlanogramTextAssign,Assign Text
Window_Title_PlanSizeChange,Change size
Window_Title_ProcessAdd,Process Add
Window_Title_ProcessEdit,Process Edit
Window_Title_ProductAdd,Product Add
Window_Title_ProductEdit,Product Edit
Window_Title_ReportScript,Open Script
Window_Title_ReportScriptSave,Save Script
Window_Title_ScriptOpen,Open Script
Window_Title_ScriptSave,Save Script
Window_Title_SectionAdd,Section Add
Window_Title_SectionAddEditDelete,Section
Window_Title_SectionChangeTag,Change Section Tag
Window_Title_SectionEdit,Section Edit
Window_Title_ShowShelf,Shelves
Window_Title_SupplierAdd,Supplier Add
Window_Title_SupplierEdit,Supplier Edit
Window_Title_TagSelect,Select by Tag
Window_Title_ToFtp,Upload to Ftp
Window_Title_UploadPda,Upload to PDA
Window_Title_ViewBranch,View branch
Window_Title_ViewConfig,View Config
Window_Title_ViewCustomer,View customer
Window_Title_ViewExportErpLog,View Export ERP Log
Window_Title_ViewExportLog,View Export Log
Window_Title_ViewImportLog,View Import Log
Window_Title_ViewInventor,View inventor
Window_Title_ViewLog,View Log
Window_Title_ViewUnpackLog,Unpack Log
 GUI_,GUI
Menu_UserContext,User Context
Menu_Claims,Claims
Menu_Login,Login
Menu_Logout,Logout
Menu_Home,Home
Menu_About,About
Menu_Contact,Contact
Menu_Profile,Profile
Menu_Register,Register
Profile_Please_enter_your_details,Please enter your Details
Profile_Data_Server_Address,Data Server Address
Profile_Server_open_Successfuly,Data Server open Successfully
Profile_Process_Code,Process Code
Profile_DB_Path,DB Path
Login_Please_enter_your_details,Please enter your Details
Login_Email_address,Email Address
Login_Password,Password
Login_Submit,Submit
Login_Register,Register
Register_Please_enter_your_details,Please enter your details
Register_Email_address,Email
Register_Password,Password
Register_Confirm_Password,Confirm Password
Register_Registered_Successfuly,Registered Successfuly
Register_Cant_register,Can't register
Menu_GetDataTest,Test Data
Register_Create_User_Account,Create a User Account
Register_email,email
Register_Email_will_be_use_as_login_for_your_account,Email will be use as login for your account
Register_Already_a_Member,Already a Member
Register_password,password
Register_Password_for_your_account,Password for your account
Register_Confirm_password_for_your_account,Confirm password for your account
Profile_TopInfo1,Profile data is used to access and determine valid operations with data of Count4U
Profile_TopInfo2,Settings can be changed when user is granted rights and take effect immediately after the change
Profile_serverAddresslHelp,Select address of data server Count4U, where is your data stored
Profile_processCodeHelp,Select your processe code in Count4U
Profile_customerCodeHelp,Select your customer code in Count4U
Profile_branchCodeHelp,Select your branch code in Count4U
Profile_inventorCodeHelp,Select your inventor code in Count4U
Menu_Upload,Upload
Menu_Download,Download
Select_Files_from,From
Select_Files_to_work1,Select Files from Path above.
Select_Files_to_work2,Selected Files will be displayed in List.
Select_Files_to_work3,Selected Files will be download.
Server_Count4UWebAPI_not_reachable,Server Count4U.WebAPI is not reachable. Check if Server is running
Select_Files,Select Files
Size,Size
Last_modified,Last modified
Type,Type
Loaded,Loaded
Load,Load
Menu_Trace,Trace
Itur_RefreshStatus,Refresh
Itur_RefreshStatusDone,Done
Itur_ClearStatusBit,Clear Status
Itur_RefreshStatusAsync,Refresh Async
Itur_RefreshStatusParallel,Refresh Parallel
Menu_ImportFromPda,Import from PDA
Imported,Imported
Import,Import
Menu_NativPlus,Nativ +
Change_Password,Change Password
Old_Password,Old Password
New_Password,New Password
Confirm_Password,Confirm Password
Property_Inventor_CustomerContextName,Customer Name
Register_customer_code_from_Count4U,Customer Code from Count4U
Register_customer_name_use_as_lable_for_customer,Customer Name will be use as lable for Customer
Property_Use_Android,Use Android
Property_Manage_Profile,Manage Profile
Property_Database,Database
Register_User,User
Property_Permissions, Permissions
Property_Inventor_CustomerName,Customer Name
Register_customer_name_for_web,Сustomer Name for Web
